adobe-source-code-pro-fonts.noarch                   2.042.1.062.1.026-9.fc44            
texlive-pst-pdf.noarch                               12:svn77682-109.fc44                
texlive-pst-plot.noarch                              12:svn65346-1.fc44                  
texlive-pstricks-add.noarch                          12:svn66887-1.fc44                  
texlive-pstricks.noarch                              12:svn77093-1.fc44                  
texlive-pst-slpe.noarch                              12:svn24391-1.fc44                  
texlive-pst-text.noarch                              12:svn49542-1.fc44                  
texlive-pst-tree.noarch                              12:svn60421-1.fc44                  
texlive-punk-latex.noarch                            12:svn27389-4.fc44                  
texlive-punk.noarch                                  12:svn27388-4.fc44                  
texlive-punknova.noarch                              12:svn24649-4.fc44                  
texlive-pxfonts.noarch                               12:svn77677-6.fc44                  
texlive-pxtxalfa.noarch                              12:svn77677-4.fc44                  
texlive-qualitype.noarch                             12:svn54512-4.fc44                  
texlive-quattrocento.noarch                          12:svn77677-4.fc44                  
texlive-ragged2e.noarch                              12:svn67441-2.fc44                  
texlive-raleway.noarch                               12:svn77677-4.fc44                  
texlive-rcs.noarch                                   12:svn15878-2.fc44                  
texlive-realscripts.noarch                           12:svn77682-4.fc44                  
texlive-recycle.noarch                               12:svn15878-4.fc44                  
texlive-refcount.noarch                              12:svn77677-3.fc44                  
texlive-relsize.noarch                               12:svn78315-4.fc44                  
texlive-rerunfilecheck.noarch                        12:svn77677-3.fc44                  
texlive-rit-fonts.noarch                             12:svn74984-4.fc44                  
texlive-roboto.noarch                                12:svn77677-4.fc44                  
texlive-romandeadf.noarch                            12:svn77677-4.fc44                  
texlive-rosario.noarch                               12:svn51688-4.fc44                  
texlive-rotfloat.noarch                              12:svn77682-4.fc44                  
texlive-rsfs.noarch                                  12:svn15878-6.fc44                  
texlive-rsfso.noarch                                 12:svn60849-4.fc44                  
texlive-ruscap.noarch                                12:svn71123-4.fc44                  
texlive-sansmathaccent.noarch                        12:svn77677-4.fc44                  
texlive-sansmathfonts.noarch                         12:svn77677-4.fc44                  
texlive-sansmath.noarch                              12:svn17997-2.fc44                  
texlive-sauerj.noarch                                12:svn15878-4.fc44                  
texlive-sauterfonts.noarch                           12:svn15878-4.fc44                  
texlive-sauter.noarch                                12:svn13293-4.fc44                  
texlive-scheme-basic.noarch                          12:svn54191-2.fc44                  
texlive-schola-otf.noarch                            12:svn77677-4.fc44                  
texlive-scholax.noarch                               12:svn77677-4.fc44                  
texlive-schulschriften.noarch                        12:svn59388-4.fc44                  
texlive-section.noarch                               12:svn20180-2.fc44                  
texlive-semaphor.noarch                              12:svn18651-4.fc44                  
texlive-seminar.noarch                               12:svn59801-2.fc44                  
texlive-sepnum.noarch                                12:svn20186-2.fc44                  
texlive-setspace.noarch                              12:svn65206-2.fc44                  
texlive-shobhika.noarch                              12:svn50555-4.fc44                  
texlive-showexpl.noarch                              12:svn77682-4.fc44                  
texlive-silence.noarch                               12:svn77682-4.fc44                  
texlive-simpleicons.noarch                           12:svn77677-4.fc44                  
texlive-simplekv.noarch                              12:svn75515-3.fc44                  
texlive-siunitx.noarch                               12:svn76924-1.fc44                  
texlive-skull.noarch                                 12:svn51907-4.fc44                  
texlive-slantsc.noarch                               12:svn77682-4.fc44                  
texlive-sourcecodepro.noarch                         12:svn77677-4.fc44                  
texlive-sourcesanspro.noarch                         12:svn77677-4.fc44                  
texlive-sourceserifpro.noarch                        12:svn77677-4.fc44                  
texlive-spectral.noarch                              12:svn77677-4.fc44                  
texlive-splentinex.noarch                            12:svn77677-4.fc44                  
texlive-srbtiks.noarch                               12:svn63308-4.fc44                  
texlive-stackengine.noarch                           12:svn75878-4.fc44                  
texlive-standalone.noarch                            12:svn77682-4.fc44                  
texlive-starfont.noarch                              12:svn19982-4.fc44                  
texlive-staves.noarch                                12:svn15878-4.fc44                  
texlive-stepgreek.noarch                             12:svn57074-4.fc44                  
texlive-step.noarch                                  12:svn77677-4.fc44                  
texlive-stickstoo.noarch                             12:svn77677-4.fc44                  
texlive-stix2-otf.noarch                             12:svn58735-4.fc44                  
texlive-stix2-type1.noarch                           12:svn77677-4.fc44                  
texlive-stix.noarch                                  12:svn54512-4.fc44                  
texlive-stringenc.noarch                             12:svn77677-3.fc44                  
texlive-subfig.noarch                                12:svn15878-2.fc44                  
texlive-superiors.noarch                             12:svn77677-4.fc44                  
texlive-svn-prov.noarch                              12:svn77682-4.fc44                  
texlive-svrsymbols.noarch                            12:svn50019-4.fc44                  
texlive-symbats3.noarch                              12:svn63833-4.fc44                  
texlive-symbol.noarch                                12:svn77161-6.fc44                  
texlive-tagpdf.noarch                                12:svn77539-4.fc44                  
texlive-tapir.noarch                                 12:svn20484-4.fc44                  
texlive-tempora.noarch                               12:svn77677-4.fc44                  
texlive-tengwarscript.noarch                         12:svn34594-4.fc44                  
texlive-termes-otf.noarch                            12:svn77677-4.fc44                  
texlive-tex-gyre-math.noarch                         12:svn41264-6.fc44                  
texlive-tex-gyre.noarch                              12:svn68624-6.fc44                  
texlive-tex-ini-files.noarch                         12:svn73863-9.fc44                  
texlive-texlive-common.noarch                        12:svn75685-9.fc44                  
texlive-texlive-en.noarch                            12:svn78030-109.fc44                
texlive-texlive.infra.noarch                         12:svn78313-109.fc44                
texlive-texlive-msg-translations.noarch              12:svn77642-9.fc44                  
texlive-texlive-scripts-extra.noarch                 12:svn78162-109.fc44                
texlive-texlive-scripts.noarch                       12:svn78361-109.fc44                
texlive-textcase.noarch                              12:svn75878-2.fc44                  
texlive-tex.x86_64                                   12:svn77830-109.fc44                
texlive-tfrupee.noarch                               12:svn20770-4.fc44                  
texlive-theanodidot.noarch                           12:svn64518-4.fc44                  
texlive-theanomodern.noarch                          12:svn64520-4.fc44                  
texlive-theanooldstyle.noarch                        12:svn64519-4.fc44                  
texlive-threeparttable.noarch                        12:svn77682-4.fc44                  
texlive-thumbpdf.noarch                              12:svn62518-109.fc44                
texlive-times.noarch                                 12:svn77161-6.fc44                  
texlive-tinos.noarch                                 12:svn77677-4.fc44                  
texlive-tipa.noarch                                  12:svn77677-6.fc44                  
texlive-titlesec.noarch                              12:svn77682-4.fc44                  
texlive-tocbibind.noarch                             12:svn77682-4.fc44                  
texlive-tools.noarch                                 12:svn76708-3.fc44                  
texlive-tpslifonts.noarch                            12:svn42428-4.fc44                  
texlive-trajan.noarch                                12:svn77677-4.fc44                  
texlive-translator.noarch                            12:svn59412-2.fc44                  
texlive-transparent.noarch                           12:svn77682-4.fc44                  
texlive-trimspaces.noarch                            12:svn77682-4.fc44                  
texlive-twemoji-colr.noarch                          12:svn75301-4.fc44                  
texlive-txfontsb.noarch                              12:svn54512-4.fc44                  
texlive-txfonts.noarch                               12:svn77677-6.fc44                  
texlive-txuprcal.noarch                              12:svn77677-4.fc44                  
texlive-type1cm.noarch                               12:svn78101-4.fc44                  
texlive-typehtml.noarch                              12:svn17134-2.fc44                  
texlive-typicons.noarch                              12:svn77677-4.fc44                  
texlive-ucharcat.noarch                              12:svn38907-2.fc44                  
texlive-ucharclasses.noarch                          12:svn64782-3.fc44                  
texlive-ucs.noarch                                   12:svn78101-4.fc44                  
texlive-umtypewriter.noarch                          12:svn64443-4.fc44                  
texlive-underscore.noarch                            12:svn18261-2.fc44                  
texlive-unicode-data.noarch                          12:svn76413-9.fc44                  
texlive-unicode-math.noarch                          12:svn75152-2.fc44                  
texlive-uniquecounter.noarch                         12:svn77677-3.fc44                  
texlive-units.noarch                                 12:svn42428-4.fc44                  
texlive-universalis.noarch                           12:svn77677-4.fc44                  
texlive-universa.noarch                              12:svn51984-4.fc44                  
texlive-uppunctlm.noarch                             12:svn42334-4.fc44                  
texlive-upquote.noarch                               12:svn77682-4.fc44                  
texlive-url.noarch                                   12:svn77677-3.fc44                  
texlive-urwchancal.noarch                            12:svn21701-4.fc44                  
texlive-utopia.noarch                                12:svn77677-6.fc44                  
texlive-varwidth.noarch                              12:svn77682-4.fc44                  
texlive-venturisadf.noarch                           12:svn77677-4.fc44                  
texlive-wasy.noarch                                  12:svn53533-6.fc44                  
texlive-wasysym.noarch                               12:svn77677-6.fc44                  
texlive-wasy-type1.noarch                            12:svn53534-6.fc44                  
texlive-wrapfig.noarch                               12:svn77682-4.fc44                  
texlive-wsuipa.noarch                                12:svn25469-4.fc44                  
texlive-xcharter-math.noarch                         12:svn77677-4.fc44                  
texlive-xcharter.noarch                              12:svn71564-4.fc44                  
texlive-xcolor.noarch                                12:svn72484-2.fc44                  
texlive-xdvi.x86_64                                  12:svn62387-109.fc44                
texlive-xetexconfig.noarch                           12:svn45845-3.fc44                  
texlive-xetex.x86_64                                 12:svn77830-109.fc44                
texlive-xfakebold.noarch                             12:svn77682-4.fc44                  
texlive-xfrac.noarch                                 12:svn71430-2.fc44                  
texlive-xifthen.noarch                               12:svn77682-4.fc44                  
texlive-xits.noarch                                  12:svn55730-4.fc44                  
texlive-xkeyval.noarch                               12:svn76763-2.fc44                  
texlive-xltxtra.noarch                               12:svn56594-2.fc44                  
texlive-xpatch.noarch                                12:svn77682-4.fc44                  
texlive-xstring.noarch                               12:svn77682-4.fc44                  
texlive-xunicode.noarch                              12:svn30466-2.fc44                  
texlive-xurl.noarch                                  12:svn77682-4.fc44                  
texlive-yfonts.noarch                                12:svn77677-4.fc44                  
texlive-yfonts-otf.noarch                            12:svn77677-4.fc44                  
texlive-yfonts-t1.noarch                             12:svn36013-4.fc44                  
texlive-yinit-otf.noarch                             12:svn40207-4.fc44                  
texlive-ysabeau.noarch                               12:svn77677-4.fc44                  
texlive-zapfchan.noarch                              12:svn77161-6.fc44                  
texlive-zapfding.noarch                              12:svn77161-6.fc44                  
texlive-zlmtt.noarch                                 12:svn77677-4.fc44                  
texlive-zref.noarch                                  12:svn78317-4.fc44                  
tex-preview.noarch                                   13.3-7.fc44                         
tk.x86_64                                            1:9.0.2-1.fc44                      
ttmkfdir.x86_64                                      3.0.9-74.fc44                       
unixODBC.x86_64                                      2.3.14-3.fc44                       
util-linux-script.x86_64                             2.41.4-7.fc44                       
vulkan-headers.noarch                                1.4.341.0-1.fc44                    
vulkan-loader-devel.x86_64                           1.4.341.0-1.fc44                    
wayland-devel.x86_64                                 1.24.0-3.fc44                       
xapian-core-libs.x86_64                              1.4.30-2.fc44                       
<xerces-j2.noarch                                     2.12.2-38.fc44                      
xml-commons-apis.noarch                              1.4.01-65.fc44                      
xml-commons-resolver.noarch                          1.2-59.fc44                         
xorg-x11-fonts-Type1.noarch                          7.5-42.fc44                         
xorg-x11-proto-devel.noarch                          2025.1-2.fc44                       
xpdf-libs.x86_64                                     1:4.06-2.fc44                       
xz-devel.x86_64                                      1:5.8.2-2.fc44                      
zlib-ng-compat-devel.x86_64                          2.3.3-3.fc44                        
zziplib.x86_64                                       0.13.78-4.fc44
